#ID	(a) producer provably earlier?	(b) degenerate: n=1 / root / first run / empty	(c) counterpart / release	VERDICT
# AUTHORED answers. The ROW SET is not authored — it comes from gen-sweep-rows.sh. gen-sweep-table.sh
# joins the two and EXITS 1 if any generated row has no answer here or any answer here has no generated
# row, so the table's totality is enforced rather than claimed.
# VERDICT vocabulary: OK | FIXED (a defect closed in scope this cycle) | PARTIAL+DECLARED (one half fixed,
# the other named and deferred) | DECLARED GAP (a real member of the class that falls OUTSIDE the ratified
# scope: named here, not fixed, never silently dropped).
S-CNC-TMPL	stage 1 writes the node's plan.md header; it is the only writer of that file	create-new is an explicit recorded value	no acquire	FIXED
S-CNC-GATELOG	each node's owner writes that node's decisions.md; the top orchestrator writes plan/decisions.md	n=1: the root's own gate log and the run-level log are two files even when one node exists — stated, so the partition does not collapse	no acquire	FIXED — the write-write race is closed by reducing the accessor set to one writer
S-CNC-LOCK	the lock is created by the step that needs it; the symlink target IS the holder's pid, so lock and owner appear in ONE indivisible step	first run: the lock is the catalog's sibling, so it is takeable before the catalog exists	see S-CNC-LOCK-REL	FIXED — closes D/5's mkdir-then-write-pid window
S-CNC-LOCK-REL	the acquiring step is the releasing step	a SIGKILLed holder cannot run its own release, so a lock whose target pid is not alive is stale BY DEFINITION and any run may remove it — no trap required	THIS ROW IS THE COUNTERPART: release on the success path, on every failure path, and before any HALT	FIXED — was E/4 (a trap does not run on SIGKILL, and a HARDSTOP is a kill)
S-CNC-READ	readers are covered by the same lock, or read a git commit instead of the working tree	a reader on the first run, before the catalog exists, reads nothing and takes no lock	the reader's lock is released by the same reader	FIXED — was B/L9 (pass 1's enumeration was writer-only)
S-CNC-PENDING	written at 6, read only at run end; the filename derives from the node path	no proposals ⇒ the directory may not exist, which is not an error	the staged proposal is either committed or explicitly discarded at run end	FIXED — was D/12 ∥ F/11
S-RUNEND	run end is NOT A STAGE, so (a) has no W→R answer; the honest substitute is to name the ACTOR (the top orchestrator) and the TRIGGER (the assembly approval is recorded)	if the human never answers HG2 the approval is never recorded, the run has no end, and catalog-pending/ stays staged. STATED, not bounded	run end's own counterpart is the lock release	PARTIAL+DECLARED — was D/18. The unbounded wait is real; bounding it needs a timeout mechanism that is out of scope
S-DEP	the child dependency DAG is written into plan.md by 2 and read at 4 and 7	leaf ⇒ no children ⇒ no DAG and no cycle; the execution order is that one leaf — stated	no acquire	FIXED
S-DEP-ORDER	stage 7 emits the Execution order section from the per-node DAGs stage 2 wrote	one node ⇒ a one-line order. the composition rule (a child's whole subtree is one unit in its parent's order) is what makes the per-node DAGs compose to a total order over the leaves	no acquire	FIXED — was B/L17
S-DEC	elc is self-declared in plan.md by stage 2	a node that declares no elc: DEC has no operand and cannot trip — the same shape as depth 1, and it must be recorded rather than assumed to be 0	no acquire	FIXED
S-DEC-DEGEN	same producer	this row IS the degenerate case: depth 1 has no grandparent, so DEC cannot trip	no acquire	FIXED
S-DEC-CANT	no operand — this row states what DEC CANNOT detect and reassigns that duty to GRN's validation in the adversarial pass	a mis-estimated elc at any depth is invisible to DEC, so the honest statement is depth-independent	no acquire	FIXED
S-IGM	the config author writes mode and ingest_source before stage 1 reads them	no mode key ⇒ the default is fresh, an explicit default rather than an error (unlike redteam_context, whose absence IS an error — the difference is that a default is safe and a vacuous check is not)	no acquire	FIXED
S-IGM-CLOSED	stage 1 copies the source to plan.md.ingested immutably, before 2 and 3 read it	fresh mode: the file does not exist, and its absence is NOT a missing closed-set input — else stage 3 deadlocks in fresh mode	the copy is immutable; nothing to release	FIXED — was B/L14
S-CLOSED-DEGEN	this row IS the producer-ordering fix. the parent plan's producer is the PARENT's stage 2 (absent at the root, always); child seams come from this node's stage 2 (absent at a leaf, always); carried-forward findings come from <node>/decisions.md, WHOSE FIRST WRITER IS STAGE 5 — after stages 3 and 4 read it	root has no parent plan; a leaf has no child seams; a first pass has no carried-forward findings. Without this carve-out the charter's "a record missing any of these = un-run" makes EVERY FIRST PASS AT EVERY NODE un-run — including this hardening loop's own reviews	no acquire	FIXED — was D/1, a live defect, and the operand-with-no-producer class in its purest form
S-TPL3	the proposal is staged at 6 and committed at run end	no proposal ⇒ no commit and no lock	the staged proposal's counterpart is the commit or an explicit discard	FIXED
S-RST	the root node's location is fixed by stage 1's run-level setup	n=1: tree/root/ is the only node and is still a node like any other	no acquire	FIXED
S-RST-RESUME	stage 7 writes assembled-plan.md; the top orchestrator records plan/assembly-approval.md AFTER the human answers, so the terminal fact is written LAST	THE DEGENERATE CASE THIS ROW EXISTS FOR: artifact PRESENT + approval ABSENT. Under bare stage-done-iff-output-exists that state reads as "stage 7 done" and HG2 never re-fires. The named exception makes it "not done" and the resume step is the HG2 ask itself	the ask's counterpart is the recorded approval or a recorded bounce	FIXED — was D/6, closed with the same explicit degenerate-case pattern that closed BIND's root case
S-SPN	the heading comes from the seed skeleton (stage 1 instantiates) and is read by 3	all 6 measured §4 sites carry the identical spelling, and 4 wrong spellings are swept to absence corpus-wide	no acquire	FIXED
S-SLOT	the slot heading ships in all three seed skeletons, so stage 1's instantiation carries it into every plan.md	a config with no required_sections: the slot is present and empty, which is visible — that is strictly better than an absent slot, and it is the reason the heading is unconditional	no acquire	FIXED
S-HG2	the human answers; the top orchestrator records the answer AFTER the presentable artifact exists, and the terminus reads it	see S-HG2-DEGEN for the single-leaf case	the gate is released by the recorded approval; a bounce re-opens the named nodes at stage 2	FIXED — was B/L1
S-HG2-DEGEN	the presentable artifact is written by 7 (decomposed) or by 2 (single-leaf tree/root/plan.md), both before the terminus	THE CARVE-OUT, generalizing BIND's root carve-out per R4: HG2 applies to WHICHEVER artifact is presentable, so a leaf-only run reaches the gate and can pass it. This is the mode this hardening loop runs itself in	no acquire	FIXED — was B/L1
S-HG2-MARKER	the approval is recorded by the top orchestrator after the human answers	restart: the run-complete marker is the APPROVAL, never the existence of assembled-plan.md	no acquire	FIXED — was B/L4, and S-RST-RESUME is the resume step that makes it operative
S-HG2-LIMIT	the limitation is text at all 7 measured HG2 sites — the union of the assembled-plan and top-level-ONLY anchors	a run with the human present rather than delegated: the approval is still agent-RECORDED, so the limitation holds at every multiplicity	no acquire	FIXED — was F/2. Pass 2 stated it at 2 of 4 sites; the site set is now measured, not chosen
S-HG2-NOSELF	CO-OCCURRENCE row, not an obligation row: it cannot force the text to be written anywhere. What it forbids is the phrase "self-approved" appearing in any file that does not also carry the duty-not-property sentence	at baseline "self-approved" occurs 0 times, so the row measures 0 sites and FAILS there under the vacuous-site guard — which is exactly why the guard was added	no acquire	FIXED — this is the half a positional row cannot express
S-HG2-ONLY	text at all 4 measured "top-level ONLY" sites, plus a corpus-wide absence sweep on the now-false phrase "human gate on the top-level split ONLY"	n=1: no decomposition, so the decomposition gate never fires while HG2 still does — the two gates are separated precisely so this case is stateable	no acquire	FIXED — R2's consequence (b)
S-XPM	both operands (the presentable artifact and the two gate facts) are produced before the terminus	single-leaf: see S-HG2-DEGEN. the pinned clause is SHORT because it must be true at 9 measured sites	no acquire	FIXED
S-COV-PROD	each node's gate state is written by 5 and read by 7	empty tree: no nodes, so the conjunction over nodes is vacuously true and there is nothing to assemble — stated at s7	no acquire	FIXED — was D/3's fixable half
S-COV-LIMIT	no producer: this row STATES the absence	stated at all 4 measured coverage sites, so the gap is visible wherever total coverage is claimed	no acquire	DECLARED GAP — the seam-union half needs F1's up-flow (deferred by R1). Named at every site rather than fixed
S-IDGREP	the grep command is text	the -w flag removes HARDSTOP but not ON TOP OF, which is why S-IDGREP-CAV pairs with it	no acquire	FIXED
S-IDGREP-CAV	text	the phantom class is enumerated and its exclusions are REPORTED by ruleid-sitemap.sh's phantom ledger, not silently dropped	no acquire	FIXED
S-IDGREP-NAME	text	the two pre-existing violations (DEC, TOP) are named as declared debt rather than exempted silently; new IDs get no grandfathering	no acquire	FIXED
S-DESC-HG2	the description is frontmatter, written by this cycle's edit	the anchor "self-checking loop for PLANNING" measures exactly 1 file, so this row cannot drift to another site	no acquire	FIXED — item 12: the corrected description measures 997 chars against the 1024 cap, and quick_validate.py passes
S-CHARTER-PROV	the blockquote is text, and it is handed to every cold reviewer VERBATIM	the fork-provenance anchor measures exactly 1 file (stages/charter.md), so the claim cannot be satisfied elsewhere	no acquire	FIXED — was A/F6: this cycle edits carried core bullets, so a blockquote saying "DROPPED: nothing" without recording what is ADDED lies to every reviewer
S-BIND-GATEART	approved_root_plan_sha256 is written by the approval's author; sha256(tree/root/plan.md) is computed over a file stage 2 wrote	no decomposition ⇒ no approval needed ⇒ vacuously satisfied, stated	no acquire	FIXED
S-F5-LIMIT	no producer: this row STATES the residual defect	stated at all 6 measured topgate sites	no acquire	DECLARED GAP — TOP remains defeatable because stage 1 still pre-creates plan/topgate/. F5's mechanism is deferred by R1; the limitation ships stated
S-HG2-AUTHORED	this cycle's edit	the bounce route is stated once, at the 3 measured collate sites, and labelled NOT ratified	no acquire	FIXED — RAT2 discipline applied to this cycle's own authoring choice
S-HG2-FWD	this cycle's edit; the constraint binds FUTURE work	stated at the 3 measured collate sites so a later bottom-up rework cannot silently delete the only whole-plan reader	no acquire	FIXED — R2's consequence (c), recorded as a forward constraint
S-CNC-UNCOV	no producer: this row states an unsupported configuration	two runs sharing one run_root is a config error rather than a race to guard — the declared-uncovered case, kept declared	no acquire	OK (declared uncovered, deliberately)
closed-input-set	the five operands and their producers: this node's plan.md (2), its decomposition + child seams (2), the config's redteam_context (config author), THE PARENT NODE'S PLAN (the parent's stage 2 — absent at the root, always), and CARRIED-FORWARD FINDINGS in <node>/decisions.md WHOSE FIRST WRITER IS STAGE 5, i.e. AFTER stages 3 and 4 read it	root: no parent plan. leaf: no child seams. first pass at any node: no carried-forward findings. All three are now "not a missing input" by S-CLOSED-DEGEN. Without it the charter's "a record missing any of these = un-run" makes every first pass un-run at every node	no acquire	FIXED — the live defect D/1 named. Pass 2 applied this exact carve-out to plan.md.ingested (row 17) and nowhere else
stage-done-iff-output-exists	the writer is whichever stage owns the deterministic output	empty node dir = "not planned yet". ONE NAMED EXCEPTION: stage 7, whose done-ness is the recorded assembly approval, not the existence of assembled-plan.md (S-RST-RESUME)	a partial file is not the deterministic name and is overwritten by the clean re-dispatch	FIXED — was D/6
path-validation	the path LIST comes from the config author; the CHECK runs at stage 1 and again at every later spawn (S-PATHVAL), and its result is recorded in <node>/decisions.md	an ABSENT redteam_context key makes the check pass over zero paths — the vacuity is now a config error that stops the run (S-CTX-VAC)	no acquire	FIXED — both halves: the check has a producer AND its vacuous case is an error
catalog-pending	written at stage 6, read only at run end; one file per node path so N concurrent proposers cannot collide (S-CNC-PENDING)	no proposals ⇒ the directory may not exist, which is not an error; the first proposer creates it	the staged proposal is committed or explicitly discarded at run end, under the lock, which is released on every path	FIXED IN SCOPE — pass 2 recorded this as a cycle-3 carry-forward and left the surface unguarded
run-end	RUN END IS NOT A STAGE, so there is no W→R answer to give. Named instead: ACTOR = the top orchestrator; TRIGGER = plan/assembly-approval.md being recorded	if the human never answers HG2, the approval never exists, the run has no end, and catalog-pending/ stays staged indefinitely. S-RUNEND states this rather than pretending a bound exists	the lock taken at run end is released on the success path, on every failure path, and before any HALT	PARTIAL+DECLARED — was D/18. The unbounded wait is inherent to adding a human gate with no timeout; a timeout is new mechanism, out of scope
